,MS_SubClass,MS_Zoning,Lot_Area,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
2186,0,5,8741,7,1,0,3,1,5,3,1195,4,0,4,1195,2,4,8,0,3,6,1,0,0,118,0,9,0,64,98500,908225310
2187,1,4,4270,7,4,0,3,0,5,3,544,0,1,4,860,1,2,6,0,3,6,1,0,2,0,0,9,4,79,87550,908226180
2188,4,5,10042,7,0,0,3,0,5,3,660,4,1,4,865,1,4,4,1,2,4,3,1,2,0,0,9,4,90,108500,908228010
2189,2,5,9450,7,2,0,3,1,5,3,894,0,1,4,894,1,4,5,0,3,4,3,2,2,0,0,9,0,56,110000,908250100
2190,5,5,11767,7,2,0,3,1,1,3,560,2,0,4,1346,1,4,6,0,3,4,3,1,2,168,24,9,4,100,112000,908275090
2191,2,5,8172,7,2,0,3,1,5,3,768,4,1,4,860,1,4,4,1,1,4,3,1,2,0,0,9,4,55,125000,908275200
2192,2,5,8172,7,2,0,3,1,5,3,864,4,1,4,864,1,4,5,0,3,4,3,2,0,196,0,0,3,55,87550,908275240
2193,2,5,8190,7,2,0,3,1,5,3,948,0,1,4,948,1,4,5,1,5,4,3,1,2,0,36,9,4,56,119000,908276230
2194,11,4,10896,24,0,0,1,1,5,3,1440,0,1,0,2462,2,1,14,0,3,6,1,0,0,0,110,9,0,96,200000,909176080
2196,12,5,10592,6,0,0,3,2,5,3,602,4,1,4,1502,1,2,7,2,5,4,3,1,2,96,0,9,4,87,165000,909250150
2197,7,5,10594,6,1,0,3,0,5,3,768,1,0,4,860,1,4,5,0,3,4,3,1,2,0,0,9,4,84,96500,909250160
2201,12,5,4000,6,5,0,3,0,2,3,531,4,1,4,1098,1,4,5,1,2,4,3,1,2,0,0,9,4,80,148500,909252150
2202,12,5,6720,6,0,0,3,0,5,3,585,4,0,4,1436,1,4,7,1,2,4,3,1,2,184,0,1,4,89,141500,909252170
2205,15,5,7128,6,5,0,3,1,5,3,918,2,1,4,1646,2,4,7,2,2,4,3,1,2,0,0,9,4,69,164000,909254130
2206,1,5,4280,6,1,0,3,2,5,3,440,4,0,4,860,1,2,4,1,2,4,3,1,1,0,0,9,4,97,90350,909254140
2209,0,4,7136,6,0,423,3,1,2,3,979,4,0,1,1958,2,4,8,0,3,0,3,2,2,0,0,9,4,64,145000,909275020
2211,12,5,7230,6,5,0,3,0,5,3,851,2,1,4,1718,2,2,8,1,5,4,3,2,2,291,0,9,4,83,238000,909275110
2216,5,5,11275,6,0,480,3,1,5,2,854,4,1,4,1991,1,4,7,1,2,4,3,2,2,0,0,9,4,78,220000,909279080
2217,11,5,6221,6,1,0,3,1,5,3,728,0,1,4,1355,2,4,5,0,3,4,3,2,2,0,0,9,4,69,140000,909281020
2218,12,5,10570,6,8,0,2,1,2,3,853,4,1,4,2462,2,2,10,2,5,4,3,2,2,0,74,9,4,78,315000,909281130
2221,12,5,13125,6,5,0,3,1,5,3,800,4,1,4,1740,1,4,6,2,2,0,3,1,2,0,0,1,4,70,219500,909425270
2222,2,5,21000,6,0,184,3,1,2,2,1809,4,1,4,2259,2,2,7,2,2,1,3,2,2,166,120,0,0,57,217000,909428120
2223,2,5,25485,6,0,423,3,1,5,2,1560,4,1,4,1560,1,4,6,3,5,0,2,2,2,0,75,9,4,50,201000,909428180
2225,14,6,1782,1,0,0,3,1,2,3,516,2,1,4,1045,1,4,5,1,5,4,3,2,2,180,0,9,4,30,123900,909451130
2226,2,5,17871,6,2,0,3,2,2,3,1680,2,1,4,1680,2,2,7,0,3,0,3,2,2,152,0,9,4,15,170000,909452102
2227,3,6,3907,1,8,0,3,1,2,1,1004,2,1,4,1020,1,4,4,0,3,0,3,2,2,135,0,9,4,22,200000,909455060
2233,7,6,5000,11,1,0,3,1,5,0,720,3,0,1,860,1,4,5,0,3,4,3,2,2,0,0,9,4,69,87550,910201020
2234,5,6,7288,11,1,0,2,0,5,3,936,0,1,4,1601,2,4,6,0,3,6,1,0,0,0,0,9,4,85,129850,910201050
2235,5,6,6060,11,2,0,3,2,5,3,732,2,1,4,1123,1,4,4,0,3,4,3,1,1,0,0,9,4,71,100000,910201110
2236,12,6,9060,11,1,0,3,0,2,3,859,0,1,4,1828,2,2,6,0,3,4,1,0,2,174,0,9,2,87,150909,910201180
2237,1,6,3672,11,1,0,3,0,5,3,816,0,1,4,860,1,4,5,0,3,4,3,1,0,0,0,9,4,88,87550,910202030
2238,1,6,8263,11,0,0,3,0,5,3,1012,4,1,0,1012,1,4,6,1,2,4,3,1,2,0,22,9,4,90,118400,910203290
2239,1,6,8967,11,1,0,3,0,1,3,961,2,1,3,1077,1,4,6,0,3,4,3,1,0,0,0,9,0,90,87550,910204090
2240,5,6,13710,11,1,0,3,1,5,3,910,4,1,0,1558,1,4,6,0,3,0,3,1,2,289,0,9,4,60,152000,910205130
2244,1,1,6060,11,1,0,2,0,5,3,837,0,1,4,1001,1,2,5,0,3,4,3,1,0,154,0,9,4,80,124900,911128020
2245,3,6,5568,6,8,473,2,2,2,1,1573,2,1,4,1625,2,2,5,1,2,0,0,2,2,123,0,6,5,4,335000,911370450
2246,3,6,4750,6,8,481,2,2,2,1,1573,0,1,4,1625,2,2,5,1,2,0,0,2,2,123,0,9,3,4,235000,911370460
2247,9,5,12150,14,0,0,3,1,2,0,1001,4,1,4,1299,2,2,5,1,4,2,2,2,2,84,0,9,4,31,183500,914452090
2248,9,5,7540,14,0,0,3,1,2,0,888,0,1,4,912,1,4,5,1,5,0,2,2,2,0,0,9,4,32,156000,914452120
2249,2,5,9187,14,0,0,3,2,5,3,1084,4,1,4,1080,1,4,5,0,3,0,3,2,2,120,0,9,4,27,134000,914452190
2251,2,5,12864,14,5,0,2,2,2,3,1409,0,1,4,1409,1,2,4,1,2,0,2,2,2,0,144,9,4,8,245000,914460110
2253,10,5,8750,14,5,50,3,1,5,0,852,4,1,4,918,1,4,4,0,3,0,3,1,2,192,84,9,4,35,148000,914478020
2255,3,5,4054,26,5,352,2,0,2,0,1501,0,1,4,1501,2,2,5,2,5,0,0,2,2,240,0,9,4,23,244000,916226090
2256,3,6,9763,9,5,239,2,2,2,3,1502,0,1,4,1502,1,2,5,1,5,0,0,1,2,0,0,9,4,12,330000,916253320
2258,2,5,19958,26,0,1224,3,1,5,3,585,2,1,4,2279,2,2,7,1,2,0,2,2,2,274,0,9,4,52,257000,916326090
2259,2,5,8368,26,5,0,2,2,2,3,1689,0,1,4,1689,2,2,7,0,3,0,0,2,2,100,39,6,5,4,231713,916384050
2260,2,5,8298,26,8,0,2,2,2,0,1546,0,1,4,1564,2,0,6,1,2,0,2,2,2,132,0,6,5,4,267300,916384070
2261,2,5,9037,26,8,32,2,2,2,0,1476,0,1,4,1484,2,0,6,1,2,0,2,2,2,120,33,9,4,4,265900,916384080
2263,2,5,10656,26,8,274,2,2,2,0,1638,0,1,4,1646,2,2,6,1,2,0,2,3,2,192,80,6,5,4,248900,916386170
2264,2,5,10331,26,5,0,3,1,2,3,1265,2,1,4,1240,2,2,6,0,3,0,3,2,2,232,0,9,4,25,174000,916403040
2265,5,5,13758,26,5,117,2,1,2,2,1156,0,1,4,1717,2,2,7,1,5,0,2,2,2,168,36,9,4,20,187500,916403290
2266,13,5,9303,26,0,42,2,2,0,3,872,0,1,4,1756,2,4,7,0,3,0,0,2,2,144,122,9,4,14,204000,916455010
2267,2,5,6718,26,8,86,2,2,0,2,1267,0,1,4,1312,2,2,5,0,3,0,3,2,2,256,28,9,4,9,180500,916455050
2268,10,5,9590,26,5,442,2,2,0,0,868,0,1,4,1146,2,2,6,1,2,0,0,2,2,160,22,9,4,7,187500,916455110
2269,2,5,11305,26,8,886,2,2,2,0,1922,0,1,4,1922,2,2,6,1,0,0,0,3,2,201,64,9,4,8,282000,916455150
2271,2,5,14536,26,8,236,2,2,2,0,1616,0,1,4,1629,2,2,9,1,2,0,0,3,2,0,252,9,4,8,270000,916475020
2272,13,5,11800,26,5,94,2,2,2,1,1122,0,1,4,2462,3,2,10,1,2,2,0,2,2,143,32,9,4,7,279900,916477060
2275,2,5,12633,26,7,242,0,2,0,1,1824,0,1,4,1824,2,0,8,1,2,0,0,3,2,160,36,6,5,4,335000,921128030
2276,13,5,12665,26,8,245,2,2,2,1,1094,0,1,4,2462,2,2,9,1,2,2,0,3,2,144,39,9,4,5,281213,921205070
2277,2,5,8402,14,1,0,3,2,2,3,1120,0,1,4,1120,1,4,6,0,3,6,1,0,2,0,30,6,5,3,147000,923202134
2278,2,5,43500,14,4,0,3,1,3,4,0,0,1,4,2034,1,4,9,0,3,5,2,4,0,483,266,9,4,57,130000,923202220
2280,2,5,25286,14,2,0,3,2,5,1,1064,2,1,4,1040,1,4,5,0,3,0,3,2,2,0,0,9,4,47,132250,923204050
2281,0,5,25000,14,1,0,3,1,5,0,1632,4,1,4,1632,2,4,8,0,3,0,3,2,1,0,0,9,4,43,143000,923204140
2282,11,5,32463,14,2,149,3,1,5,0,1249,0,1,4,1622,1,4,7,1,5,5,0,4,2,439,0,9,4,49,168000,923205025
2283,3,6,4224,13,1,0,3,2,2,3,1040,4,1,4,1060,1,4,6,1,5,0,3,2,2,100,110,9,4,34,129900,923225040
2284,3,6,4224,13,1,0,3,2,2,3,1142,4,1,4,1142,1,4,6,1,4,0,0,2,2,536,90,9,4,34,134000,923225050
2286,8,6,1533,13,2,0,3,1,2,0,530,4,1,4,992,1,4,4,0,3,2,0,1,2,112,97,9,4,40,106500,923228200
2287,14,6,1495,13,2,189,3,1,5,3,546,0,1,4,1092,1,4,5,0,3,6,1,0,2,0,64,9,4,40,93900,923228220
2289,8,6,1936,13,2,0,3,1,2,0,630,2,1,4,860,1,4,3,0,3,6,1,0,2,0,0,9,4,40,87550,923228290
2290,14,6,1890,13,2,0,3,1,5,3,546,0,1,4,1092,1,4,6,0,3,0,3,1,2,0,0,0,4,34,87550,923228390
2293,10,5,15957,14,0,0,3,2,2,1,1244,4,1,4,1356,2,4,6,1,5,0,0,2,2,1424,0,9,4,33,188000,923229100
2295,13,5,8286,14,1,0,3,2,2,3,716,0,1,4,1432,1,4,6,1,2,0,0,2,2,0,136,9,4,33,157000,923230010
2296,9,5,6723,14,1,0,3,1,2,0,796,4,1,4,860,1,4,5,0,3,6,1,0,2,129,0,9,4,39,138000,923230120
2297,9,5,7244,14,1,0,3,1,2,0,768,0,1,4,860,1,4,5,0,3,4,3,2,2,104,0,9,4,40,129500,923230180
2299,2,5,7599,14,2,0,3,1,5,3,845,4,1,4,860,1,4,4,0,3,4,3,2,2,0,0,9,4,28,129500,923252080
2301,2,5,8314,14,1,0,3,1,5,1,816,4,1,4,860,1,4,5,0,3,0,3,1,2,168,0,9,4,28,124500,923275200
2303,2,5,10712,14,1,0,3,2,2,2,974,4,1,4,974,1,4,5,0,3,6,1,0,2,0,28,7,0,19,93500,923400150
2305,2,5,11027,15,0,28,3,1,5,3,1178,2,1,4,1293,2,4,5,0,3,0,2,2,2,280,0,9,4,56,149900,526302030
2306,2,5,10533,15,0,244,3,1,5,3,1008,4,1,4,1024,1,2,5,2,5,0,3,1,2,0,0,9,4,54,157500,526302040
2307,2,5,11765,15,1,302,3,1,5,2,1617,1,1,4,1797,1,4,7,1,5,0,3,3,2,0,0,9,4,53,169000,526302120
2308,2,5,39384,15,0,902,3,1,2,1,1705,0,1,4,1390,1,0,4,2,2,0,3,2,2,0,189,9,0,53,252000,526303060
2310,13,5,8238,8,0,0,3,2,5,3,813,0,1,4,1525,2,4,6,1,5,0,0,2,2,421,72,9,4,13,183500,527105060
2311,13,5,13006,8,5,285,3,2,2,3,964,2,1,4,2236,2,2,8,1,5,2,0,2,2,0,0,9,4,13,222000,527106010
2312,13,5,13041,8,0,0,3,2,2,3,781,2,1,4,1671,2,4,7,1,5,0,0,2,2,0,84,9,4,15,170000,527107020
2313,13,5,13031,8,0,0,3,2,2,3,691,2,1,4,1498,2,4,6,1,5,0,0,2,2,315,44,9,4,15,187500,527107030
2314,13,5,9783,8,0,0,3,2,2,3,821,2,1,4,1776,2,4,7,1,5,2,0,2,2,286,116,9,4,14,202000,527107120
2315,13,5,11207,8,0,0,3,2,2,0,802,2,1,4,1511,2,4,8,1,5,0,0,2,2,95,75,9,4,13,185000,527107240
2316,13,5,19378,8,5,456,2,2,2,2,1392,0,1,4,2462,2,2,9,1,2,0,2,2,2,239,132,6,5,5,320000,527108010
2317,2,5,14859,8,5,27,2,2,2,3,1670,0,1,4,1670,2,2,7,1,2,0,2,3,2,144,60,6,5,4,240000,527108020
2318,13,5,13128,8,8,216,2,2,2,3,1074,0,1,4,2064,2,2,7,1,2,0,0,2,2,0,119,9,4,5,250000,527108030
2319,13,5,10463,8,8,0,2,2,2,3,893,0,1,4,1801,2,2,8,1,2,0,0,3,2,0,116,9,4,5,239900,527108040
2320,13,5,13751,8,5,248,2,2,2,0,1700,0,1,4,2212,2,2,9,1,2,0,0,3,2,237,38,6,5,5,309000,527108060
2321,13,5,23257,8,5,0,2,2,0,3,868,0,1,4,2021,2,2,9,1,2,2,2,2,2,0,100,6,5,4,274725,527108090
2322,14,5,13108,25,8,0,2,2,2,3,2062,0,1,4,2462,2,2,9,0,3,0,0,2,2,168,12,9,4,16,270000,527146135
2325,13,5,9084,8,5,0,3,2,2,3,935,2,1,4,1632,2,4,8,1,5,0,0,2,2,0,28,9,4,12,176500,527166030
2326,3,5,3701,25,8,0,3,1,2,3,1191,4,1,4,1204,2,4,5,0,3,0,2,2,2,120,70,9,4,23,130000,527182020
2327,14,5,5306,25,5,0,2,2,2,3,1064,2,1,4,1767,2,2,5,1,5,0,2,2,2,441,35,9,4,23,239000,527190050
2328,3,5,6563,25,8,0,2,2,2,1,1742,4,1,4,1742,2,2,5,1,5,0,2,2,2,114,28,9,4,25,275000,527190220
2329,13,5,16023,25,3,600,2,2,0,1,1398,0,1,4,2462,3,0,11,1,2,2,0,3,2,182,37,6,5,5,335000,527210030
2331,13,5,12292,25,3,184,2,2,0,1,1094,0,1,4,2462,2,2,11,1,2,2,0,3,2,246,39,6,5,4,335000,527210050
2333,13,5,12438,25,8,466,0,2,0,3,1234,0,1,4,2462,2,0,10,1,2,2,0,3,2,324,100,6,5,4,335000,527212040
2334,13,5,16052,25,7,734,0,2,0,3,1850,0,1,4,2462,2,0,11,1,2,0,2,3,2,250,0,6,5,4,335000,527214060
2335,13,5,15922,25,3,550,2,2,0,0,1390,0,1,4,2462,3,0,10,1,2,2,0,3,2,272,102,6,5,5,335000,527216010
2337,13,5,14762,8,1,0,3,3,3,4,0,2,1,4,2320,2,4,7,1,5,0,3,2,1,120,144,9,4,62,169000,527226010
2338,11,5,34650,8,1,0,3,1,5,2,1056,4,0,4,1056,1,4,5,0,3,0,0,2,2,264,0,9,4,55,145000,527250040
2339,3,5,8147,25,3,230,2,2,0,1,1714,0,1,4,1714,2,2,7,1,2,0,0,2,2,156,55,9,4,5,318000,527252090
2340,2,5,11302,25,8,238,2,2,2,1,1814,0,1,4,1826,2,2,7,1,5,0,0,3,2,180,75,6,5,5,319000,527254070
2341,2,5,18261,25,3,420,0,2,0,1,1910,0,1,4,2000,2,0,8,2,2,0,3,3,2,351,102,9,4,5,335000,527256120
2342,2,5,14145,19,5,0,2,1,2,2,1208,0,1,4,1621,2,2,8,0,3,0,2,2,2,108,45,9,4,26,202500,527301010
2343,5,5,13837,19,5,178,2,2,2,3,1204,2,1,4,2183,2,2,9,0,3,0,3,3,2,0,0,9,4,22,229000,527302080
2344,13,5,16659,19,5,34,3,1,5,3,795,1,1,4,2263,2,2,9,1,5,0,0,2,2,0,250,9,4,33,235000,527325160
2345,13,5,18800,19,0,120,3,2,2,2,796,4,1,4,1574,2,4,6,1,5,0,0,2,2,306,111,9,4,34,190000,527327080
2346,9,5,10464,19,0,130,3,1,2,0,988,4,1,4,1102,1,4,5,1,5,0,2,2,2,140,22,9,4,30,169000,527328010
2347,2,5,10400,19,5,102,3,1,2,0,1845,2,1,4,1872,2,4,6,1,5,0,0,2,2,197,39,9,4,22,241500,527354040
2349,2,5,10240,19,0,157,3,1,2,3,1686,4,1,4,1686,2,4,7,1,5,0,3,2,2,384,131,9,4,30,207500,527355280
2351,13,5,11475,19,0,0,3,1,2,3,713,4,1,4,1552,2,4,6,1,5,0,2,2,2,209,208,9,4,35,179900,527356060
2353,13,2,9512,23,5,0,2,2,2,3,960,0,1,4,2318,2,2,8,1,0,2,0,2,2,0,246,6,5,5,294323,527365010
2356,13,5,10140,19,5,0,3,2,2,3,832,4,1,4,1664,2,4,8,1,5,0,2,2,2,0,28,9,4,34,162900,527376110
2357,2,5,10140,19,0,99,3,1,5,3,1040,1,1,4,1309,1,2,5,1,1,0,2,2,2,265,0,9,4,36,181000,527377030
2358,2,5,10000,19,0,176,3,1,5,3,1103,4,1,4,1103,2,4,6,0,3,0,3,2,2,295,84,9,4,36,155000,527378010
2359,2,5,15870,15,1,0,3,1,5,2,1096,0,1,4,1096,1,4,6,0,3,0,0,1,2,240,32,9,0,41,138800,527402210
2360,2,5,9353,15,2,0,3,1,5,3,864,2,1,4,864,1,4,5,0,3,0,3,1,2,0,0,7,0,40,116050,527402380
2361,2,5,8125,15,2,0,3,1,5,3,858,4,1,4,860,1,4,5,0,3,6,1,0,2,0,0,9,4,39,88000,527403120
2363,3,4,8773,15,0,0,2,2,2,3,1487,0,1,4,1419,2,2,4,0,3,0,0,2,2,196,68,9,4,8,190000,527427210
2364,14,6,2760,2,0,514,3,1,5,3,525,4,1,4,1092,1,4,6,0,3,4,3,2,2,0,0,9,4,37,105500,527450010
2365,14,6,2160,2,1,200,3,1,5,3,765,2,1,4,1365,1,2,7,1,1,0,3,2,2,0,36,9,4,37,125500,527450080
2367,14,6,1890,2,0,380,3,1,5,3,494,0,1,4,1030,1,4,6,0,3,4,3,1,2,0,0,9,4,38,116000,527450460
2368,14,6,1680,2,0,236,3,1,5,3,672,4,1,4,1218,1,4,7,0,3,6,1,0,0,201,0,9,0,39,91500,527451200
2369,14,6,1680,2,0,281,3,1,5,3,672,2,1,4,1218,1,4,7,0,3,4,3,1,2,0,28,9,4,38,118000,527451380
2370,14,6,1680,2,0,504,3,1,5,3,483,4,1,4,948,1,4,5,0,3,4,3,1,2,0,0,9,4,38,89000,527451450
2372,14,6,1680,2,0,297,3,1,5,3,483,4,1,4,987,1,4,5,1,4,0,3,1,2,0,0,9,4,38,94500,527451520
2373,3,5,4043,16,0,0,3,1,2,3,1069,2,1,4,1069,2,4,4,1,4,0,2,2,2,0,55,9,4,35,146300,527452070
2375,9,5,7838,15,1,0,3,1,5,0,864,4,1,4,900,1,4,6,1,4,0,2,1,2,175,144,9,4,43,123000,527452310
2376,3,5,2280,16,5,0,3,1,5,3,1055,4,1,4,1055,2,4,4,0,3,0,3,1,2,0,29,9,4,34,137500,527453070
2380,13,5,16259,18,3,370,3,2,0,0,1249,0,1,4,2462,3,2,9,0,3,0,2,3,2,240,154,6,5,4,335000,528106010
2382,2,5,13891,18,7,0,0,2,0,1,2076,0,1,4,2076,2,0,7,1,2,0,0,3,2,216,229,6,5,4,335000,528110050
2383,2,5,12228,18,5,206,2,2,0,3,1721,0,1,4,1740,2,2,8,0,3,0,2,3,2,0,43,6,5,4,293000,528112010
2384,2,5,14780,18,3,568,0,2,0,1,1868,0,1,4,1868,2,0,7,1,2,0,0,3,2,354,56,9,4,5,335000,528114010
2385,2,5,16033,18,3,378,2,2,0,1,1833,0,1,4,1850,2,2,8,1,2,0,0,3,2,519,112,9,4,6,326000,528116030
2386,13,5,14215,18,8,380,2,2,0,0,1158,0,1,4,2376,3,2,9,1,2,2,2,3,2,240,154,6,5,5,325300,528118010
2387,13,5,13418,18,8,132,2,2,0,0,1117,0,1,4,2452,3,2,9,1,2,2,0,3,2,113,32,9,4,6,309000,528118020
2388,13,5,13975,18,3,525,2,2,2,0,1090,0,1,4,2206,2,0,10,1,2,2,0,3,2,148,95,6,5,5,300000,528118110
2389,13,5,10240,18,8,178,2,2,2,2,1030,2,1,4,2098,2,0,8,1,2,0,2,3,2,192,52,9,4,5,275500,528120110
2390,13,5,9942,18,3,385,0,2,0,0,1606,0,1,4,2091,2,0,8,1,2,0,2,2,2,194,84,6,5,5,335000,528120140
2391,13,5,11924,18,3,286,0,2,0,3,1175,0,1,4,2324,3,0,11,2,2,2,0,3,2,147,21,6,5,5,335000,528138030
2392,13,5,12867,18,8,0,2,2,0,0,1209,0,1,4,2253,2,0,8,1,2,0,0,2,2,243,142,6,5,5,335000,528142010
2394,13,5,11643,18,8,142,2,2,0,0,1524,0,1,4,2358,2,0,10,1,2,2,0,3,2,120,34,6,5,5,329900,528142070
2395,2,5,12378,18,3,0,2,2,0,1,1896,0,1,4,1944,2,0,8,3,0,0,0,3,2,208,175,9,4,7,335000,528142110
2396,13,5,11065,18,8,788,2,2,2,2,1085,0,1,4,1970,2,0,8,1,2,2,0,3,2,177,74,6,5,4,281000,528144030
2400,13,5,20431,18,3,870,0,2,0,3,1848,0,1,4,2462,2,0,10,2,0,0,0,3,2,0,0,6,5,5,335000,528170040
2401,13,5,10927,18,8,280,2,2,2,0,1058,0,1,4,1904,2,0,8,1,2,2,0,2,2,179,60,9,4,5,275000,528172020
2402,13,5,13215,18,8,112,2,2,2,3,1420,0,1,4,1914,2,2,9,1,5,2,2,3,2,168,127,9,4,6,279000,528172150
2403,3,5,7052,18,5,240,2,2,2,0,1364,0,1,4,1364,2,2,6,1,2,0,2,2,2,192,36,9,4,5,185850,528174080
2404,3,5,5911,18,3,278,0,2,0,3,1560,0,1,4,1565,2,0,6,1,2,0,2,2,2,196,56,9,4,5,282500,528180080
2405,3,5,6955,18,5,94,2,2,2,3,1368,0,1,4,1368,2,2,6,1,2,0,2,2,2,132,35,6,5,5,202500,528181030
2407,2,5,7740,18,3,518,2,2,0,3,1686,0,1,4,1686,2,0,6,1,2,0,0,3,2,266,100,6,5,4,332200,528186100
2408,3,5,6373,18,3,572,0,2,0,3,1666,0,1,4,1666,2,2,6,1,2,0,2,2,2,228,75,6,5,4,310090,528186110
2410,2,5,10237,8,0,0,2,2,2,3,1316,0,1,4,1316,2,2,6,1,2,0,0,2,2,100,0,6,5,5,169990,528218030
2411,13,5,10237,8,0,0,2,2,2,3,728,0,1,4,1456,2,2,8,1,2,0,0,2,2,0,24,6,5,5,170440,528218060
2413,13,5,17104,8,5,0,2,2,2,0,654,0,1,4,1496,2,2,7,1,2,0,2,2,2,100,24,6,5,4,179665,528218130
2414,13,5,14054,8,5,0,2,2,2,0,879,0,1,4,1863,2,2,9,1,2,2,0,3,2,100,17,6,5,4,219210,528218140
2415,2,5,11660,8,0,0,2,2,2,0,1326,0,1,4,1326,2,2,6,0,3,0,0,2,2,100,0,6,5,4,174190,528221010
2417,13,5,11631,8,8,236,2,2,2,0,1052,0,1,4,2373,2,2,9,1,2,2,0,3,2,120,46,6,5,6,258000,528222010
2424,3,6,3072,0,5,18,2,2,2,3,1365,0,1,4,1548,2,2,7,1,5,0,0,2,2,143,20,9,4,6,225000,528228430
2427,3,5,3013,0,5,145,2,2,2,1,1362,0,1,4,1506,2,2,6,1,2,0,0,2,2,142,20,9,4,5,213490,528228565
2428,3,5,3982,0,8,0,2,2,2,0,1520,0,1,4,1567,2,0,7,1,2,0,0,3,2,312,0,6,5,4,264561,528228575
2429,3,5,4045,0,5,45,2,2,2,0,1356,0,1,4,1500,2,2,6,1,2,0,0,3,2,161,20,6,5,4,246578,528228580
2430,13,5,21930,8,1,0,2,2,2,0,732,0,1,4,1838,2,4,7,1,2,2,0,2,2,100,40,9,4,5,192140,528231050
2432,13,5,9056,8,8,0,2,2,0,0,707,0,1,4,1414,2,2,6,1,2,0,0,2,2,100,35,9,4,6,178000,528235130
2433,13,5,9171,8,5,0,2,2,2,0,848,0,1,4,1598,2,2,7,1,2,0,0,2,2,100,48,9,4,6,201490,528235190
2435,13,5,7875,8,5,0,2,2,2,3,783,0,1,4,1509,2,2,8,1,2,0,0,2,2,0,75,9,4,7,180000,528250060
2436,13,5,8121,8,0,0,3,2,2,3,953,0,1,4,1664,2,4,7,1,5,0,2,2,2,100,40,9,4,10,172400,528275060
2438,13,5,11214,8,5,0,2,2,2,3,930,2,1,4,1886,2,2,10,1,5,0,0,2,2,89,0,9,4,12,199900,528280100
2439,13,5,10852,8,0,0,3,2,2,3,959,0,1,4,1671,2,4,7,1,5,0,0,2,2,0,38,9,4,10,173000,528290140
2440,13,5,12104,8,5,0,2,2,2,3,1035,2,1,4,2322,3,2,8,0,3,0,2,3,2,400,45,6,5,4,287602,528292080
2441,13,5,8738,8,5,302,2,2,2,3,975,0,1,4,2291,2,2,8,1,5,2,0,2,2,192,0,9,4,11,230000,528294070
2442,13,5,9452,17,8,423,2,2,2,3,1396,0,1,4,2392,2,2,7,1,5,0,0,3,2,0,70,9,4,13,335000,528315030
2443,13,5,9660,17,8,242,2,2,2,3,1044,0,1,4,1976,2,2,7,1,0,0,0,3,2,210,31,9,4,12,286000,528315070
2444,13,5,9545,17,8,322,2,2,2,2,1160,0,1,4,2234,2,2,7,1,5,2,2,3,2,0,50,9,4,10,300000,528315080
2445,13,5,35760,17,7,1378,2,2,0,1,1930,0,1,4,2462,3,2,10,1,5,0,0,3,2,361,76,9,4,15,335000,528320060
2446,13,5,9233,17,3,877,2,2,0,0,1540,0,1,4,2462,2,0,9,1,5,0,2,3,2,247,55,9,4,10,335000,528327010
2448,13,5,12090,17,8,650,2,2,2,3,1141,2,1,4,2263,2,2,10,1,5,2,0,2,2,144,123,9,0,12,258000,528348010
2450,13,5,17242,17,3,738,2,2,0,1,1733,0,1,4,2462,3,0,11,1,5,0,2,3,2,870,86,9,4,17,335000,528360050
2452,13,5,10120,17,8,391,2,2,2,3,1165,0,1,4,2462,2,2,8,1,5,0,2,3,2,309,78,9,4,16,290000,528365090
2453,13,5,12585,17,8,420,2,2,2,3,1286,0,1,4,2462,2,2,8,1,5,0,0,3,2,432,136,9,4,17,315000,528366040
2455,2,5,15218,23,8,0,2,2,0,3,1670,0,1,4,1670,2,2,6,1,2,0,2,3,2,0,240,6,5,4,335000,528429100
2456,2,5,20896,23,8,0,2,2,0,2,2077,0,1,4,2097,1,0,8,1,0,0,0,3,2,192,267,6,5,5,335000,528429120
2457,2,5,10182,23,8,420,2,2,0,2,1660,0,1,4,1660,2,2,8,1,2,0,2,2,2,322,50,6,5,4,290000,528429130
2458,2,5,8688,23,5,228,2,2,2,0,1616,0,1,4,1616,2,2,7,0,3,0,2,3,2,208,59,9,4,5,232000,528439030
2459,2,5,10936,23,8,60,2,2,2,3,1504,0,1,4,1504,2,2,7,0,3,0,0,2,2,144,0,6,5,4,199000,528445010
2460,2,2,8640,23,8,0,2,2,2,3,1278,0,1,4,1278,2,2,5,0,3,0,2,2,2,0,60,6,5,4,198600,528456200
2461,13,2,13162,23,3,0,2,2,0,3,2036,0,1,4,2462,3,0,11,1,2,0,2,3,2,0,265,6,5,4,335000,528477010
2462,2,2,11216,23,8,0,2,2,2,3,1489,0,1,4,1489,2,2,7,1,2,0,2,2,2,0,140,6,5,4,232600,528477030
2465,13,2,8125,23,0,0,2,2,2,3,858,0,1,4,1716,2,2,7,0,3,0,2,2,2,0,53,9,4,5,200825,528480110
2466,13,2,8125,23,5,0,2,2,2,3,770,0,1,4,1576,2,2,6,0,3,0,2,2,2,0,50,6,5,4,197000,528480150
