,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Half_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Latitude,Age_of_Property,Sale_Price,PID
2209,0,4,6,0,423,3,1,2,3,979,4,0,1,1958,2,0,4,8,0,3,0,3,2,2,0,0,9,4,42.0199537,64,145000,909275020
2211,12,5,6,5,0,3,0,5,3,851,2,1,4,1718,2,1,2,8,1,5,4,3,2,2,291,0,9,4,42.018796,83,238000,909275110
2213,12,5,6,0,0,3,0,2,3,1370,4,0,0,2480,2,1,4,10,1,2,4,3,3,0,0,0,9,4,42.020037,92,239000,909275310
2214,12,5,6,8,0,3,2,2,2,965,4,1,4,2480,2,1,4,10,2,2,1,3,2,2,0,0,9,2,42.018504,76,345474,909276160
2215,5,5,6,2,0,3,0,5,3,930,0,1,4,1755,2,0,2,7,1,5,4,3,1,2,0,40,9,4,42.018941,80,188000,909276210
2216,5,5,6,0,480,3,1,5,2,854,4,1,4,1991,1,1,4,7,1,2,4,3,2,2,0,0,9,4,42.0168895,78,220000,909279080
2217,11,5,6,1,0,3,1,5,3,728,0,1,4,1355,2,0,4,5,0,3,4,3,2,2,0,0,9,4,42.017573,69,140000,909281020
2218,12,5,6,8,0,2,1,2,3,853,4,1,4,2480,2,1,2,10,2,5,4,3,2,2,0,74,9,4,42.016961,78,315000,909281130
2219,12,5,6,0,0,3,1,5,3,1028,0,1,4,2320,2,1,2,9,1,5,4,3,1,2,224,0,9,4,42.01629,65,259500,909282020
2221,12,5,6,5,0,3,1,5,3,800,4,1,4,1740,1,1,4,6,2,2,0,3,1,2,0,0,1,4,42.0145503,70,219500,909425270
2222,2,5,6,0,184,3,1,2,2,1809,4,1,4,2259,2,0,2,7,2,2,1,3,2,2,166,120,0,0,42.01265,57,217000,909428120
2223,2,5,6,0,423,3,1,5,2,1560,4,1,4,1560,1,1,4,6,3,5,0,2,2,2,0,75,9,4,42.012488,50,201000,909428180
2224,2,5,6,0,0,3,2,2,3,1488,0,1,4,1488,2,0,4,7,2,2,0,2,2,2,0,0,1,4,42.011506,42,215000,909428340
2225,14,6,1,0,0,3,1,2,3,516,2,1,4,1045,1,0,4,5,1,5,4,3,2,2,180,0,9,4,42.009489,30,123900,909451130
2226,2,5,6,2,0,3,2,2,3,1680,2,1,4,1680,2,0,2,7,0,3,0,3,2,2,152,0,9,4,42.011836,15,170000,909452102
2227,3,6,1,8,0,3,1,2,1,1004,2,1,4,1020,1,0,4,4,0,3,0,3,2,2,135,0,9,4,42.009321,22,200000,909455060
2228,2,5,6,5,652,3,1,2,3,1696,0,1,4,1696,2,0,4,7,2,5,0,0,2,2,0,146,9,4,42.011343,39,198000,909475050
2229,2,5,6,0,0,2,2,5,3,2035,4,1,4,2480,3,0,4,9,2,5,0,2,2,2,0,0,9,2,42.010333,53,200624,909475070
2230,2,5,6,8,0,2,1,2,3,279,2,1,4,2480,2,1,2,6,1,2,0,0,2,2,216,64,9,4,42.010076,24,315000,909475230
2233,7,6,11,1,0,3,1,5,0,720,3,0,1,861,1,0,4,5,0,3,4,3,2,2,0,0,9,4,42.022658,69,87000,910201020
2234,5,6,11,1,0,2,0,5,3,936,0,1,4,1601,2,0,4,6,0,3,6,1,0,0,0,0,9,4,42.022658,85,129850,910201050
2236,12,6,11,1,0,3,0,2,3,859,0,1,4,1828,2,0,2,6,0,3,4,1,0,2,174,0,9,2,42.022685,87,150909,910201180
2237,1,6,11,1,0,3,0,5,3,816,0,1,4,861,1,0,4,5,0,3,4,3,1,0,0,0,9,4,42.0228,88,87000,910202030
2239,1,6,11,1,0,3,0,1,3,961,2,1,3,1077,1,0,4,6,0,3,4,3,1,0,0,0,9,0,42.021278,90,87000,910204090
2240,5,6,11,1,0,3,1,5,3,910,4,1,0,1558,1,1,4,6,0,3,0,3,1,2,289,0,9,4,42.021497,60,152000,910205130
2241,5,6,11,6,0,3,0,3,4,0,0,1,4,861,1,0,4,4,0,3,4,3,1,0,48,0,9,4,42.020161,71,87000,910206010
2242,11,1,11,1,0,3,1,5,3,957,1,0,4,1991,2,0,4,9,0,3,6,1,0,0,0,0,9,4,42.020077,115,119600,911103060
2247,9,5,14,0,0,3,1,2,0,1001,4,1,4,1299,2,0,2,5,1,4,2,2,2,2,84,0,9,4,41.994357,31,183500,914452090
2248,9,5,14,0,0,3,1,2,0,888,0,1,4,912,1,0,4,5,1,5,0,2,2,2,0,0,9,4,41.994207,32,156000,914452120
2251,2,5,14,5,0,2,2,2,3,1409,0,1,4,1409,1,1,2,4,1,2,0,2,2,2,0,144,9,4,41.995973,8,245000,914460110
2252,2,5,14,5,0,3,2,2,3,1454,4,1,4,1478,2,0,4,6,1,5,0,3,2,2,114,22,9,4,41.995931,19,210000,914476330
2253,10,5,14,5,50,3,1,5,0,852,4,1,4,918,1,0,4,4,0,3,0,3,1,2,192,84,9,4,41.995512,35,148000,914478020
2254,9,5,14,0,0,3,1,2,0,970,4,1,4,1026,1,0,4,5,1,4,0,3,2,2,193,0,9,4,41.994188,36,143000,914478100
2255,3,5,26,5,352,2,0,2,0,1501,0,1,4,1501,2,0,2,5,2,5,0,0,2,2,240,0,9,4,42.005692,23,244000,916226090
2256,3,6,9,5,239,2,2,2,3,1502,0,1,4,1502,1,1,2,5,1,5,0,0,1,2,0,0,9,4,42.001694,12,330000,916253320
2257,2,5,26,1,0,3,1,5,1,1350,2,1,4,1328,1,1,4,5,2,2,0,2,1,1,0,104,9,4,41.99854,51,170000,916326040
2258,2,5,26,0,1224,3,1,5,3,585,2,1,4,2279,2,1,2,7,1,2,0,2,2,2,274,0,9,4,42.0004101,52,257000,916326090
2261,2,5,26,8,32,2,2,2,0,1476,0,1,4,1484,2,0,0,6,1,2,0,2,2,2,120,33,9,4,41.9941,4,265900,916384080
2262,2,5,26,8,80,2,2,2,1,1571,0,1,4,1571,2,0,2,7,1,2,0,0,3,2,100,36,6,5,41.994824,3,239000,916384150
2263,2,5,26,8,274,2,2,2,0,1638,0,1,4,1646,2,0,2,6,1,2,0,2,3,2,192,80,6,5,41.995088,4,248900,916386170
2266,13,5,26,0,42,2,2,0,3,872,0,1,4,1756,2,1,4,7,0,3,0,0,2,2,144,122,9,4,41.997364,14,204000,916455010
2267,2,5,26,8,86,2,2,0,2,1267,0,1,4,1312,2,0,2,5,0,3,0,3,2,2,256,28,9,4,41.997126,9,180500,916455050
2269,2,5,26,8,886,2,2,2,0,1922,0,1,4,1922,2,0,2,6,1,0,0,0,3,2,201,64,9,4,41.995508,8,282000,916455150
2270,2,5,26,0,203,2,2,0,3,1491,0,1,4,1491,2,0,4,7,1,5,0,0,2,2,0,35,9,4,41.997299,14,178000,916460020
2271,2,5,26,8,236,2,2,2,0,1616,0,1,4,1629,2,0,2,9,1,2,0,0,3,2,0,252,9,4,41.995341,8,270000,916475020
2272,13,5,26,5,94,2,2,2,1,1122,0,1,4,2480,3,1,2,10,1,2,2,0,2,2,143,32,9,4,41.993986,7,279900,916477060
2273,2,5,26,1,226,3,1,5,1,1572,2,1,4,1572,1,1,4,5,2,5,5,2,3,2,0,263,9,4,41.997352,47,186700,917425190
2274,2,5,26,8,100,2,2,0,1,1732,0,1,4,1776,2,0,2,7,1,2,0,0,3,2,0,0,6,5,41.993288,4,283463,921126010
2275,2,5,26,7,242,0,2,0,1,1824,0,1,4,1824,2,0,0,8,1,2,0,0,3,2,160,36,6,5,41.992975,4,345474,921128030
2278,2,5,14,4,0,3,1,3,4,0,0,1,4,2034,1,0,4,9,0,3,5,2,4,0,483,266,9,4,41.992318,57,130000,923202220
2279,3,6,14,0,134,3,2,0,0,920,0,1,4,936,0,1,4,3,0,3,0,0,2,2,0,40,9,4,41.993356,14,140000,923203010
2280,2,5,14,2,0,3,2,5,1,1064,2,1,4,1040,1,0,4,5,0,3,0,3,2,2,0,0,9,4,41.993107,47,132250,923204050
2281,0,5,14,1,0,3,1,5,0,1632,4,1,4,1632,2,0,4,8,0,3,0,3,2,1,0,0,9,4,41.9927922,43,143000,923204140
2282,11,5,14,2,149,3,1,5,0,1249,0,1,4,1622,1,0,4,7,1,5,5,0,4,2,439,0,9,4,41.991211,49,168000,923205025
2283,3,6,13,1,0,3,2,2,3,1040,4,1,4,1060,1,0,4,6,1,5,0,3,2,2,100,110,9,4,41.992917,34,129900,923225040
2284,3,6,13,1,0,3,2,2,3,1142,4,1,4,1142,1,1,4,6,1,4,0,0,2,2,536,90,9,4,41.99284,34,134000,923225050
2285,14,6,13,2,0,3,1,5,3,546,4,1,4,1092,1,1,4,5,0,3,0,3,1,2,0,0,9,4,41.992145,38,87000,923226300
2286,8,6,13,2,0,3,1,2,0,530,4,1,4,992,1,0,4,4,0,3,2,0,1,2,112,97,9,4,41.992516,40,106500,923228200
2287,14,6,13,2,189,3,1,5,3,546,0,1,4,1092,1,1,4,5,0,3,6,1,0,2,0,64,9,4,41.992479,40,93900,923228220
2288,14,6,13,2,80,3,1,5,3,546,1,1,4,1092,1,1,4,6,0,3,0,3,1,2,0,0,9,4,41.991709,40,87000,923228250
2289,8,6,13,2,0,3,1,2,0,630,2,1,4,861,1,0,4,3,0,3,6,1,0,2,0,0,9,4,41.991641,40,87000,923228290
2291,10,5,14,0,0,3,2,2,0,1029,4,1,4,1062,1,0,4,5,2,5,0,2,2,2,120,0,9,4,41.991612,34,146800,923229010
2293,10,5,14,0,0,3,2,2,1,1244,4,1,4,1356,2,0,4,6,1,5,0,0,2,2,1424,0,9,4,41.989581,33,188000,923229100
2294,2,5,14,1,0,3,2,5,2,1160,4,1,4,1676,1,1,2,6,2,5,0,2,2,1,690,90,9,4,41.990264,33,196000,923229140
2297,9,5,14,1,0,3,1,2,0,768,0,1,4,861,1,0,4,5,0,3,4,3,2,2,104,0,9,4,41.991371,40,129500,923230180
2298,2,5,14,2,198,3,1,5,3,1396,4,0,4,1608,1,0,4,6,0,3,0,3,1,2,152,38,0,0,41.989905,49,87000,923251160
2300,2,5,14,1,0,3,2,2,3,1090,4,1,4,1178,1,1,4,6,0,3,0,3,2,2,0,44,9,4,41.989768,34,135000,923275010
2302,2,5,14,1,0,3,1,2,3,816,4,1,4,861,1,0,4,4,0,3,0,0,1,2,330,0,9,4,41.9881729,27,139000,923276180
2303,2,5,14,1,0,3,2,2,2,974,4,1,4,974,1,0,4,5,0,3,6,1,0,2,0,28,7,0,41.98651,19,93500,923400150
2304,2,5,14,1,0,3,1,5,3,864,4,1,4,887,1,0,4,5,0,3,0,2,1,2,140,0,9,4,41.986588,26,124500,923425030
2305,2,5,15,0,28,3,1,5,3,1178,2,1,4,1293,2,0,4,5,0,3,0,2,2,2,280,0,9,4,42.053406,56,149900,526302030
2306,2,5,15,0,244,3,1,5,3,1008,4,1,4,1024,1,0,2,5,2,5,0,3,1,2,0,0,9,4,42.053327,54,157500,526302040
2308,2,5,15,0,902,3,1,2,1,1705,0,1,4,1390,1,1,0,4,2,2,0,3,2,2,0,189,9,0,42.052519,53,252000,526303060
2311,13,5,8,5,285,3,2,2,3,964,2,1,4,2236,2,1,2,8,1,5,2,0,2,2,0,0,9,4,42.061407,13,222000,527106010
2312,13,5,8,0,0,3,2,2,3,781,2,1,4,1671,2,1,4,7,1,5,0,0,2,2,0,84,9,4,42.060425,15,170000,527107020
2314,13,5,8,0,0,3,2,2,3,821,2,1,4,1776,2,1,4,7,1,5,2,0,2,2,286,116,9,4,42.060736,14,202000,527107120
2315,13,5,8,0,0,3,2,2,0,802,2,1,4,1511,2,1,4,8,1,5,0,0,2,2,95,75,9,4,42.061879,13,185000,527107240
2318,13,5,8,8,216,2,2,2,3,1074,0,1,4,2064,2,1,2,7,1,2,0,0,2,2,0,119,9,4,42.062802,5,250000,527108030
2319,13,5,8,8,0,2,2,2,3,893,0,1,4,1801,2,1,2,8,1,2,0,0,3,2,0,116,9,4,42.062798,5,239900,527108040
2321,13,5,8,5,0,2,2,0,3,868,0,1,4,2021,2,1,2,9,1,2,2,2,2,2,0,100,6,5,42.062956,4,274725,527108090
2322,14,5,25,8,0,2,2,2,3,2062,0,1,4,2480,2,1,2,9,0,3,0,0,2,2,168,12,9,4,42.060625,16,270000,527146135
2323,2,5,8,0,112,3,2,2,3,1160,2,1,4,1169,2,0,4,6,1,5,0,0,2,2,0,26,9,4,42.0591,17,183500,527158020
2325,13,5,8,5,0,3,2,2,3,935,2,1,4,1632,2,1,4,8,1,5,0,0,2,2,0,28,9,4,42.058201,12,176500,527166030
2326,3,5,25,8,0,3,1,2,3,1191,4,1,4,1204,2,0,4,5,0,3,0,2,2,2,120,70,9,4,42.059599,23,130000,527182020
2327,14,5,25,5,0,2,2,2,3,1064,2,1,4,1767,2,0,2,5,1,5,0,2,2,2,441,35,9,4,42.059332,23,239000,527190050
2328,3,5,25,8,0,2,2,2,1,1742,4,1,4,1742,2,0,2,5,1,5,0,2,2,2,114,28,9,4,42.058136,25,275000,527190220
2329,13,5,25,3,600,2,2,0,1,1398,0,1,4,2480,3,1,0,11,1,2,2,0,3,2,182,37,6,5,42.060459,5,345474,527210030
2330,13,5,25,7,662,0,2,0,1,1528,0,1,4,2480,3,1,0,10,1,0,2,0,3,2,204,34,6,5,42.060527,4,345474,527210040
2331,13,5,25,3,184,2,2,0,1,1094,0,1,4,2473,2,1,2,11,1,2,2,0,3,2,246,39,6,5,42.060516,4,345474,527210050
2332,13,5,25,3,208,2,2,0,0,1992,0,1,4,2480,3,1,0,11,1,2,2,0,3,2,214,108,6,5,42.061478,5,345474,527212030
2333,13,5,25,8,466,0,2,0,3,1234,0,1,4,2480,2,1,0,10,1,2,2,0,3,2,324,100,6,5,42.061008,4,345474,527212040
2334,13,5,25,7,734,0,2,0,3,1850,0,1,4,2480,2,1,0,11,1,2,0,2,3,2,250,0,6,5,42.060111,4,345474,527214060
2335,13,5,25,3,550,2,2,0,0,1390,0,1,4,2480,3,1,0,10,1,2,2,0,3,2,272,102,6,5,42.059957,5,345474,527216010
2336,13,5,25,7,1031,0,2,0,1,1410,0,1,4,2480,3,1,2,10,1,2,2,0,3,2,192,0,6,5,42.061096,4,345474,527216050
2338,11,5,8,1,0,3,1,5,2,1056,4,0,4,1056,1,0,4,5,0,3,0,0,2,2,264,0,9,4,42.056702,55,145000,527250040
2339,3,5,25,3,230,2,2,0,1,1714,0,1,4,1714,2,0,2,7,1,2,0,0,2,2,156,55,9,4,42.058563,5,318000,527252090
2340,2,5,25,8,238,2,2,2,1,1814,0,1,4,1826,2,0,2,7,1,5,0,0,3,2,180,75,6,5,42.059947,5,319000,527254070
2341,2,5,25,3,420,0,2,0,1,1910,0,1,4,2000,2,1,0,8,2,2,0,3,3,2,351,102,9,4,42.058816,5,345474,527256120
2342,2,5,19,5,0,2,1,2,2,1208,0,1,4,1621,2,0,2,8,0,3,0,2,2,2,108,45,9,4,42.055607,26,202500,527301010
2343,5,5,19,5,178,2,2,2,3,1204,2,1,4,2183,2,1,2,9,0,3,0,3,3,2,0,0,9,4,42.054367,22,229000,527302080
2345,13,5,19,0,120,3,2,2,2,796,4,1,4,1574,2,1,4,6,1,5,0,0,2,2,306,111,9,4,42.054956,34,190000,527327080
2347,2,5,19,5,102,3,1,2,0,1845,2,1,4,1872,2,0,4,6,1,5,0,0,2,2,197,39,9,4,42.05327,22,241500,527354040
2348,13,5,19,5,68,3,1,5,3,945,4,1,4,1857,2,1,4,8,1,5,0,2,2,2,400,105,9,4,42.0524029,32,188900,527355060
2354,10,5,19,0,248,3,1,5,3,675,4,1,4,1875,3,0,2,8,1,5,0,2,2,2,48,28,9,4,42.052362,35,184500,527375160
2355,2,5,19,1,0,3,1,2,3,1056,0,1,4,1074,1,1,4,6,0,3,0,2,2,2,0,88,9,4,42.052522,35,153500,527376090
2357,2,5,19,0,99,3,1,5,3,1040,1,1,4,1309,1,1,2,5,1,1,0,2,2,2,265,0,9,4,42.04977,36,181000,527377030
2358,2,5,19,0,176,3,1,5,3,1103,4,1,4,1103,2,0,4,6,0,3,0,3,2,2,295,84,9,4,42.049608,36,155000,527378010
2359,2,5,15,1,0,3,1,5,2,1096,0,1,4,1096,1,0,4,6,0,3,0,0,1,2,240,32,9,0,42.055131,41,138800,527402210
2360,2,5,15,2,0,3,1,5,3,864,2,1,4,864,1,0,4,5,0,3,0,3,1,2,0,0,7,0,42.053459,40,116050,527402380
2361,2,5,15,2,0,3,1,5,3,858,4,1,4,861,1,0,4,5,0,3,6,1,0,2,0,0,9,4,42.05446,39,88000,527403120
2362,2,5,15,2,0,3,1,5,3,864,4,1,4,874,1,0,4,5,0,3,4,3,2,2,63,0,9,4,42.054385,39,97500,527404180
2363,3,4,15,0,0,2,2,2,3,1487,0,1,4,1419,2,0,2,4,0,3,0,0,2,2,196,68,9,4,42.055319,8,190000,527427210
2366,14,6,2,0,408,3,1,5,3,483,4,1,4,987,1,1,4,5,0,3,4,3,1,2,72,0,9,4,42.0527019,37,87000,527450210
2368,14,6,2,0,236,3,1,5,3,672,4,1,4,1218,1,1,4,7,0,3,6,1,0,0,201,0,9,0,42.051839,39,91500,527451200
2370,14,6,2,0,504,3,1,5,3,483,4,1,4,948,1,1,4,5,0,3,4,3,1,2,0,0,9,4,42.051672,38,89000,527451450
2371,14,6,2,0,504,3,1,5,3,525,2,1,4,1092,1,1,4,6,0,3,4,3,1,2,352,0,9,4,42.051673,38,108000,527451460
2372,14,6,2,0,297,3,1,5,3,483,4,1,4,987,1,1,4,5,1,4,0,3,1,2,0,0,9,4,42.051664,38,94500,527451520
2373,3,5,16,0,0,3,1,2,3,1069,2,1,4,1069,2,0,4,4,1,4,0,2,2,2,0,55,9,4,42.050595,35,146300,527452070
2374,2,5,15,1,0,3,1,5,2,943,4,1,4,1387,1,0,4,6,1,5,0,2,1,2,0,0,9,4,42.048947,43,145000,527452290
2375,9,5,15,1,0,3,1,5,0,864,4,1,4,900,1,0,4,6,1,4,0,2,1,2,175,144,9,4,42.048946,43,123000,527452310
2376,3,5,16,5,0,3,1,5,3,1055,4,1,4,1055,2,0,4,4,0,3,0,3,1,2,0,29,9,4,42.050705,34,137500,527453070
2377,14,5,16,0,0,3,1,2,3,855,2,1,4,1456,2,1,4,6,1,5,0,2,2,2,0,28,9,4,42.050441,34,144000,527455100
2379,13,5,18,3,215,2,2,0,3,1738,2,1,4,2480,2,1,0,11,1,2,0,2,3,2,0,0,6,5,42.063307,4,345474,528102080
2380,13,5,18,3,370,3,2,0,0,1249,0,1,4,2480,3,1,2,9,0,3,0,2,3,2,240,154,6,5,42.061901,4,342643,528106010
2382,2,5,18,7,0,0,2,0,1,2076,0,1,4,2076,2,1,0,7,1,2,0,0,3,2,216,229,6,5,42.0628074,4,345474,528110050
2384,2,5,18,3,568,0,2,0,1,1868,0,1,4,1868,2,0,0,7,1,2,0,0,3,2,354,56,9,4,42.061134,5,345474,528114010
2385,2,5,18,3,378,2,2,0,1,1833,0,1,4,1850,2,0,2,8,1,2,0,0,3,2,519,112,9,4,42.060342,6,326000,528116030
2386,13,5,18,8,380,2,2,0,0,1158,0,1,4,2376,3,1,2,9,1,2,2,2,3,2,240,154,6,5,42.060272,5,325300,528118010
2388,13,5,18,3,525,2,2,2,0,1090,0,1,4,2206,2,1,0,10,1,2,2,0,3,2,148,95,6,5,42.060425,5,300000,528118110
2389,13,5,18,8,178,2,2,2,2,1030,2,1,4,2098,2,1,0,8,1,2,0,2,3,2,192,52,9,4,42.060835,5,275500,528120110
2391,13,5,18,3,286,0,2,0,3,1175,0,1,4,2324,3,0,0,11,2,2,2,0,3,2,147,21,6,5,42.060866,5,345000,528138030
2394,13,5,18,8,142,2,2,0,0,1524,0,1,4,2358,2,1,0,10,1,2,2,0,3,2,120,34,6,5,42.060377,5,329900,528142070
2395,2,5,18,3,0,2,2,0,1,1896,0,1,4,1944,2,0,0,8,3,0,0,0,3,2,208,175,9,4,42.061544,7,345474,528142110
2396,13,5,18,8,788,2,2,2,2,1085,0,1,4,1970,2,1,0,8,1,2,2,0,3,2,177,74,6,5,42.061377,4,281000,528144030
2397,2,5,18,3,430,0,2,0,1,1792,0,1,4,1792,2,0,2,6,1,2,0,2,3,2,204,49,6,5,42.059636,5,345474,528150080
2398,2,5,18,3,674,0,2,0,1,1780,0,1,4,1780,2,0,0,7,1,2,0,0,3,2,144,68,9,4,42.059825,6,345474,528150090
2399,2,5,18,3,562,2,2,0,1,1792,0,1,4,1792,2,0,0,6,1,2,0,0,3,2,206,49,9,4,42.058544,7,345474,528164040
2400,13,5,18,3,870,0,2,0,3,1848,0,1,4,2480,2,1,0,10,2,0,0,0,3,2,0,0,6,5,42.05869,5,345474,528170040
2401,13,5,18,8,280,2,2,2,0,1058,0,1,4,1904,2,1,0,8,1,2,2,0,2,2,179,60,9,4,42.059216,5,275000,528172020
2402,13,5,18,8,112,2,2,2,3,1420,0,1,4,1914,2,1,2,9,1,5,2,2,3,2,168,127,9,4,42.059017,6,279000,528172150
2405,3,5,18,5,94,2,2,2,3,1368,0,1,4,1368,2,0,2,6,1,2,0,2,2,2,132,35,6,5,42.058231,5,202500,528181030
2406,3,5,18,5,94,2,2,2,3,1368,0,1,4,1368,2,0,2,6,1,2,0,2,2,2,132,35,6,5,42.058238,5,202665,528181040
2407,2,5,18,3,518,2,2,0,3,1686,0,1,4,1686,2,0,0,6,1,2,0,0,3,2,266,100,6,5,42.057164,4,332200,528186100
2409,3,5,18,5,163,2,2,2,3,1405,0,1,4,1405,2,0,2,6,1,2,0,2,2,2,148,36,9,4,42.05758,7,171750,528188040
2410,2,5,8,0,0,2,2,2,3,1316,0,1,4,1316,2,0,2,6,1,2,0,0,2,2,100,0,6,5,42.063304,5,169990,528218030
2412,13,5,8,5,0,2,2,2,3,738,0,1,4,1492,2,1,2,8,0,3,0,0,2,2,0,32,6,5,42.062361,4,169985,528218080
2413,13,5,8,5,0,2,2,2,0,654,0,1,4,1496,2,1,2,7,1,2,0,2,2,2,100,24,6,5,42.061915,4,179665,528218130
2415,2,5,8,0,0,2,2,2,0,1326,0,1,4,1326,2,0,2,6,0,3,0,0,2,2,100,0,6,5,42.063031,4,174190,528221010
2418,13,5,8,5,0,2,2,2,3,738,0,1,4,1492,2,1,2,8,0,3,0,0,2,2,100,32,6,5,42.061987,4,185101,528222020
2419,3,5,0,5,14,2,2,2,0,1220,0,1,4,1364,2,0,2,6,1,2,0,0,2,2,100,16,6,5,42.062574,4,210250,528228280
2420,3,5,0,5,18,2,2,2,1,1374,0,1,4,1557,2,0,2,7,1,5,0,0,2,2,143,20,9,4,42.063298,7,234000,528228325
2422,3,5,0,5,40,2,2,2,0,1368,0,1,4,1511,2,0,2,5,1,5,0,0,2,2,130,30,9,4,42.063185,8,246990,528228360
2424,3,6,0,5,18,2,2,2,3,1365,0,1,4,1548,2,0,2,7,1,5,0,0,2,2,143,20,9,4,42.0623,6,225000,528228430
2425,3,5,0,5,16,2,2,2,0,1248,0,1,4,1248,2,0,2,5,0,3,0,0,2,2,108,0,6,5,42.063301,5,167240,528228545
2426,3,5,0,5,14,2,2,2,1,1142,0,1,4,1142,2,0,2,6,0,3,0,0,2,2,90,0,6,5,42.063301,5,156820,528228550
2427,3,5,0,5,145,2,2,2,1,1362,0,1,4,1506,2,0,2,6,1,2,0,0,2,2,142,20,9,4,42.063301,5,213490,528228565
2428,3,5,0,8,0,2,2,2,0,1520,0,1,4,1567,2,0,0,7,1,2,0,0,3,2,312,0,6,5,42.062831,4,264561,528228575
2431,13,5,8,0,0,2,2,2,3,783,0,1,4,1509,2,1,2,7,1,2,0,0,2,2,100,75,9,4,42.060293,8,183200,528235050
2432,13,5,8,8,0,2,2,0,0,707,0,1,4,1414,2,1,2,6,1,2,0,0,2,2,100,35,9,4,42.059803,6,178000,528235130
2433,13,5,8,5,0,2,2,2,0,848,0,1,4,1598,2,1,2,7,1,2,0,0,2,2,100,48,9,4,42.061727,6,201490,528235190
2434,13,5,8,8,40,2,2,2,3,1406,0,1,4,1936,2,1,2,7,1,5,0,2,2,2,188,124,9,4,42.060836,10,230500,528240080
2437,13,5,8,0,0,3,2,2,3,982,0,1,4,1889,2,1,4,9,1,5,0,0,2,2,0,0,9,4,42.05853,10,215000,528275080
2438,13,5,8,5,0,2,2,2,3,930,2,1,4,1886,2,1,2,10,1,5,0,0,2,2,89,0,9,4,42.057905,12,199900,528280100
2439,13,5,8,0,0,3,2,2,3,959,0,1,4,1671,2,1,4,7,1,5,0,0,2,2,0,38,9,4,42.057838,10,173000,528290140
2441,13,5,8,5,302,2,2,2,3,975,0,1,4,2291,2,1,2,8,1,5,2,0,2,2,192,0,9,4,42.058461,11,230000,528294070
2443,13,5,17,8,242,2,2,2,3,1044,0,1,4,1976,2,1,2,7,1,0,0,0,3,2,210,31,9,4,42.05384,12,286000,528315070
2444,13,5,17,8,322,2,2,2,2,1160,0,1,4,2234,2,1,2,7,1,5,2,2,3,2,0,50,9,4,42.053801,10,300000,528315080
2445,13,5,17,7,1378,2,2,0,1,1930,0,1,4,2480,3,1,2,10,1,5,0,0,3,2,361,76,9,4,42.053314,15,345474,528320060
2446,13,5,17,3,877,2,2,0,0,1540,0,1,4,2480,2,1,0,9,1,5,0,2,3,2,247,55,9,4,42.055601,10,345474,528327010
2447,13,5,17,8,530,2,2,2,0,1086,0,1,4,1924,2,1,2,7,1,5,0,2,2,2,208,75,9,4,42.053154,12,280000,528344060
2448,13,5,17,8,650,2,2,2,3,1141,2,1,4,2263,2,1,2,10,1,5,2,0,2,2,144,123,9,0,42.053466,12,258000,528348010
2449,13,5,17,8,397,2,2,2,3,1342,0,1,4,2480,2,1,2,9,1,0,0,2,3,2,307,169,9,4,42.05178,15,345474,528358030
2450,13,5,17,3,738,2,2,0,1,1733,0,1,4,2480,3,1,0,11,1,5,0,2,3,2,870,86,9,4,42.049423,17,345474,528360050
2451,13,5,17,8,501,2,2,2,1,1290,0,1,4,2480,2,1,2,9,1,5,0,0,3,2,200,95,9,4,42.051073,16,321000,528363070
2453,13,5,17,8,420,2,2,2,3,1286,0,1,4,2480,2,1,2,8,1,5,0,0,3,2,432,136,9,4,42.049528,17,315000,528366040
2454,13,5,23,8,192,2,2,2,3,1100,0,1,4,1964,2,1,2,8,1,2,2,0,2,2,200,70,6,5,42.055056,5,252000,528429060
2455,2,5,23,8,0,2,2,0,3,1670,0,1,4,1670,2,1,2,6,1,2,0,2,3,2,0,240,6,5,42.054318,4,336820,528429100
2456,2,5,23,8,0,2,2,0,2,2077,0,1,4,2097,1,1,0,8,1,0,0,0,3,2,192,267,6,5,42.054176,5,345474,528429120
2457,2,5,23,8,420,2,2,0,2,1660,0,1,4,1660,2,0,2,8,1,2,0,2,2,2,322,50,6,5,42.054175,4,290000,528429130
2458,2,5,23,5,228,2,2,2,0,1616,0,1,4,1616,2,0,2,7,0,3,0,2,3,2,208,59,9,4,42.053183,5,232000,528439030
2459,2,5,23,8,60,2,2,2,3,1504,0,1,4,1504,2,0,2,7,0,3,0,0,2,2,144,0,6,5,42.053033,4,199000,528445010
2460,2,2,23,8,0,2,2,2,3,1278,0,1,4,1278,2,0,2,5,0,3,0,2,2,2,0,60,6,5,42.0518,4,198600,528456200
2461,13,2,23,3,0,2,2,0,3,2036,0,1,4,2480,3,1,0,11,1,2,0,2,3,2,0,265,6,5,42.052265,4,345474,528477010
2462,2,2,23,8,0,2,2,2,3,1489,0,1,4,1489,2,0,2,7,1,2,0,2,2,2,0,140,6,5,42.052272,4,232600,528477030
