,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
2269,916455150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,11305,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,593,1922,GasA,Excellent,Y,SBrkr,1922,0,0,1922,1,0,2,0,2,1,Good,6,Typ,1,Excellent,Attchd,2002.0,Fin,3,692,Typical,Typical,Paved,201,64,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,-93.646894,41.995508,282000
2270,916460020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7777,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Above_Average,Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,203,Good,Typical,PConc,Excellent,Typical,No,Unf,7,Unf,0,1491,1491,GasA,Excellent,Y,SBrkr,1491,0,0,1491,0,0,2,0,3,1,Typical,7,Typ,1,Typical,Attchd,1996.0,Fin,2,571,Typical,Typical,Paved,0,35,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,-93.646634,41.997299,178000
2271,916475020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,14536,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,316,1616,GasA,Excellent,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Good,9,Typ,1,Good,Attchd,2002.0,Fin,3,808,Typical,Typical,Paved,0,252,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,-93.647585,41.995341,270000
2272,916477060,Two_Story_1946_and_Newer,Residential_Low_Density,0,11800,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,Two_Story,Good,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,356,1122,GasA,Excellent,Y,SBrkr,1146,1340,0,2486,1,0,3,1,5,1,Good,10,Typ,1,Good,BuiltIn,2003.0,Fin,2,452,Typical,Typical,Paved,143,32,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.647199,41.993986,279900
2273,917425190,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,35133,Grvl,No_Alley_Access,Regular,Lvl,AllPub,Inside,Mod,Timberland,Norm,Norm,OneFam,One_Story,Average,Below_Average,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226,Typical,Typical,CBlock,Typical,Typical,Gd,Rec,6,Unf,0,413,1572,GasA,Good,Y,SBrkr,1572,0,0,1572,1,0,1,1,3,1,Typical,5,Typ,2,Typical,More_Than_Two_Types,1963.0,RFn,3,995,Typical,Typical,Paved,0,263,0,0,263,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.662162,41.997352,186700
2274,921126010,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,93,15306,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Corner,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,1652,1732,GasA,Excellent,Y,SBrkr,1776,0,0,1776,1,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2006.0,Fin,3,712,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,New,Partial,-93.653109,41.993288,283463
2275,921128030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,12633,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,PosA,PosA,OneFam,One_Story,Very_Excellent,Average,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242,Excellent,Typical,PConc,Excellent,Typical,Gd,Unf,7,Unf,0,1824,1824,GasA,Excellent,Y,SBrkr,1824,0,0,1824,0,0,2,0,3,1,Excellent,8,Typ,1,Good,Attchd,2006.0,Fin,3,932,Typical,Typical,Paved,160,36,0,0,108,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,-93.652429,41.992975,392000
2278,923202220,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,200,43500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Artery,Norm,OneFam,One_Story,Fair,Average,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Excellent,Y,SBrkr,2034,0,0,2034,0,0,1,0,2,1,Typical,9,Min1,0,No_Fireplace,More_Than_Two_Types,1953.0,RFn,4,1041,Typical,Typical,Dirt_Gravel,483,266,0,0,0,561,Typical,Good_Privacy,None,0,6,2007,WD ,Normal,-93.610118,41.992318,130000
2279,923203010,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,62,6710,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR3,Gtl,Mitchell,Norm,Norm,TwnhsE,SFoyer,Above_Average,Average,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,134,Typical,Typical,PConc,Excellent,Typical,Av,Rec,6,GLQ,904,0,920,GasA,Excellent,Y,SBrkr,936,0,0,936,2,0,0,1,0,1,Typical,3,Typ,0,No_Fireplace,Attchd,1996.0,Fin,2,460,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.608192,41.993356,140000
2280,923204050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,94,25286,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Mod,Mitchell,Norm,Norm,OneFam,One_Story,Below_Average,Average,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0,Typical,Typical,PConc,Typical,Typical,Gd,ALQ,1,Unf,0,431,1064,GasA,Good,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1963.0,Unf,2,648,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,-93.605507,41.993107,132250
2281,923204140,Duplex_All_Styles_and_Ages,Residential_Low_Density,100,25000,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Gtl,Mitchell,Norm,Norm,Duplex,One_Story,Average,Below_Average,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,Av,Unf,7,Unf,0,1632,1632,GasA,Typical,Y,SBrkr,1632,0,0,1632,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Attchd,1967.0,Unf,2,576,Typical,Typical,Partial_Pavement,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.6072813,41.9927922,143000
2282,923205025,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,0,32463,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Mod,Mitchell,Norm,Norm,TwoFmCon,One_Story,Below_Average,Below_Average,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149,Typical,Good,CBlock,Typical,Typical,Av,BLQ,2,Unf,0,90,1249,GasA,Excellent,Y,SBrkr,1622,0,0,1622,1,0,1,0,3,1,Typical,7,Typ,1,Typical,More_Than_Two_Types,1975.0,Fin,4,1356,Typical,Typical,Paved,439,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,-93.607395,41.991211,168000
2283,923225040,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,44,4224,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,One_Story,Average,Good,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,200,1040,GasA,Typical,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,Typical,6,Typ,1,Typical,Attchd,1976.0,Unf,2,572,Typical,Typical,Paved,100,110,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.605355,41.992917,129900
2284,923225050,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,44,4224,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,One_Story,Average,Average,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,268,1142,GasA,Typical,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,Typical,6,Typ,1,Poor,Attchd,1976.0,Fin,2,528,Typical,Typical,Paved,536,90,0,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2007,WD ,Normal,-93.605354,41.99284,134000
2285,923226300,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1504,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,Two_Story,Below_Average,Below_Average,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,294,546,GasA,Typical,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1972.0,Unf,1,253,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.603546,41.992145,85500
2286,923228200,PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,0,1533,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,SLvl,Below_Average,Average,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,27,530,GasA,Typical,Y,SBrkr,530,462,0,992,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,BuiltIn,1970.0,Fin,1,297,Typical,Typical,Paved,112,97,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.601862,41.992516,106500
2287,923228220,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1495,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,TwnhsE,Two_Story,Below_Average,Above_Average,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,189,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,162,546,GasA,Excellent,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,5,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,0,64,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.601827,41.992479,93900
2288,923228250,Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,2001,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,Two_Story,Below_Average,Average,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,546,546,GasA,Fair,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1970.0,Unf,1,286,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,-93.601507,41.991709,75000
2289,923228290,PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,21,1936,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Meadow_Village,Norm,Norm,Twnhs,SFoyer,Below_Average,Above_Average,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Good,Typical,Av,BLQ,2,GLQ,499,0,630,GasA,Good,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,Typical,3,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,12,2007,WD ,Normal,-93.602094,41.991641,84500
2291,923229010,Split_or_Multilevel,Residential_Low_Density,0,11333,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,SLvl,Above_Average,Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,Av,ALQ,1,Unf,0,490,1029,GasA,Typical,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,Typical,5,Typ,2,Typical,Attchd,1976.0,RFn,2,539,Typical,Typical,Paved,120,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.604923,41.991612,146800
2293,923229100,Split_or_Multilevel,Residential_Low_Density,0,15957,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,Corner,Mod,Mitchell,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1977,1977,Gable,CompShg,HdBoard,Plywood,None,0,Typical,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,96,1244,GasA,Typical,Y,SBrkr,1356,0,0,1356,2,0,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,1977.0,Fin,2,528,Typical,Typical,Paved,1424,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,9,2007,WD ,Normal,-93.604521,41.989581,188000
2294,923229140,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,61,33983,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Above_Average,1977,1994,Gable,CompShg,Plywood,Plywood,None,0,Typical,Fair,PConc,Typical,Typical,Mn,ALQ,1,Unf,0,48,1160,GasA,Typical,Y,SBrkr,1676,0,0,1676,1,0,1,1,3,1,Good,6,Mod,2,Typical,Attchd,1977.0,RFn,2,672,Typical,Typical,Partial_Pavement,690,90,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2007,WD ,Normal,-93.60678,41.990264,196000
2297,923230180,Split_Foyer,Residential_Low_Density,54,7244,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Average,Good,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Good,CBlock,Good,Typical,Av,ALQ,1,Unf,0,149,768,GasA,Excellent,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1987.0,Unf,2,624,Typical,Typical,Paved,104,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,-93.6015199,41.991371,129500
2298,923251160,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,124,27697,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Below_Average,Fair,1961,1961,Shed,CompShg,Plywood,Plywood,CBlock,198,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,585,1396,GasA,Typical,N,SBrkr,1608,0,0,1608,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1961.0,Unf,1,444,Typical,Fair,Paved,152,38,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,COD,Abnorml,-93.607114,41.989905,80000
2300,923275010,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11000,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Corner,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Above_Average,1976,2003,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,PConc,Good,Typical,No,LwQ,4,Unf,0,0,1090,GasA,Typical,Y,SBrkr,1178,0,0,1178,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1976.0,Unf,2,502,Typical,Typical,Paved,0,44,0,0,88,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,-93.605119,41.989768,135000
2302,923276180,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,11625,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Good,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,No,ALQ,1,Unf,0,220,816,GasA,Typical,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Attchd,1983.0,Fin,1,264,Typical,Typical,Paved,330,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2007,WD ,Normal,-93.6030815,41.9881729,139000
2303,923400150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,10712,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Average,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,Mn,BLQ,2,Unf,0,762,974,GasA,Typical,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Paved,0,28,0,0,0,0,No_Pool,Minimum_Privacy,None,0,9,2007,Oth,Abnorml,-93.606641,41.98651,93500
2304,923425030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,62,10447,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,One_Story,Average,Above_Average,1984,1984,Gable,CompShg,Plywood,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,348,864,GasA,Typical,Y,SBrkr,887,0,0,887,0,1,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1984.0,RFn,1,288,Typical,Typical,Paved,140,0,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,WD ,Normal,-93.604858,41.986588,124500
2305,526302030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11027,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,28,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Rec,539,171,1178,GasA,Good,Y,SBrkr,1293,0,0,1293,1,0,2,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1954.0,RFn,2,452,Typical,Typical,Paved,280,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.618462,42.053406,149900
2306,526302040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10533,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1956,1956,Hip,CompShg,VinylSd,VinylSd,BrkFace,244,Typical,Good,CBlock,Typical,Typical,No,Rec,6,Unf,0,235,1008,GasA,Typical,Y,SBrkr,1024,0,0,1024,1,0,1,0,2,1,Good,5,Typ,2,Typical,Attchd,1956.0,Unf,1,313,Typical,Typical,Paved,0,0,0,0,280,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,-93.618182,42.053327,157500
2308,526303060,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,39384,Pave,No_Alley_Access,Slightly_Irregular,Low,AllPub,CulDSac,Sev,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902,Typical,Typical,CBlock,Good,Typical,Gd,ALQ,1,Unf,0,595,1705,GasA,Excellent,Y,SBrkr,1390,0,0,1390,1,0,1,1,1,1,Excellent,4,Min1,2,Good,Attchd,1957.0,Unf,2,550,Typical,Typical,Paved,0,189,0,0,0,0,No_Pool,No_Fence,None,0,10,2006,WD ,Abnorml,-93.616439,42.052519,252000
2311,527106010,Two_Story_1946_and_Newer,Residential_Low_Density,0,13006,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,964,964,GasA,Good,Y,SBrkr,993,1243,0,2236,0,0,2,1,4,1,Good,8,Typ,1,Typical,BuiltIn,1997.0,Fin,2,642,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2006,WD ,Normal,-93.637871,42.061407,222000
2312,527107020,Two_Story_1946_and_Newer,Residential_Low_Density,0,13041,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,781,781,GasA,Good,Y,SBrkr,781,890,0,1671,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1995.0,Fin,2,423,Typical,Typical,Paved,0,84,0,0,0,0,No_Pool,No_Fence,None,0,2,2006,WD ,Normal,-93.637482,42.060425,170000
2314,527107120,Two_Story_1946_and_Newer,Residential_Low_Density,54,9783,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,821,821,GasA,Good,Y,SBrkr,821,955,0,1776,0,0,2,1,3,1,Typical,7,Typ,1,Typical,BuiltIn,1996.0,Fin,2,443,Typical,Typical,Paved,286,116,0,0,0,0,No_Pool,No_Fence,None,0,5,2006,WD ,Normal,-93.636378,42.060736,202000
2315,527107240,Two_Story_1946_and_Newer,Residential_Low_Density,70,11207,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,88,802,GasA,Good,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,Typical,8,Typ,1,Typical,Attchd,1997.0,Fin,2,413,Typical,Typical,Paved,95,75,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.636373,42.061879,185000
2318,527108030,Two_Story_1946_and_Newer,Residential_Low_Density,50,13128,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1074,1074,GasA,Excellent,Y,SBrkr,1074,990,0,2064,0,0,2,1,4,1,Good,7,Typ,1,Good,Attchd,2005.0,Fin,2,527,Typical,Typical,Paved,0,119,0,0,0,0,No_Pool,No_Fence,None,0,1,2006,WD ,Normal,-93.635935,42.062802,250000
2319,527108040,Two_Story_1946_and_Newer,Residential_Low_Density,72,10463,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,893,893,GasA,Excellent,Y,SBrkr,901,900,0,1801,0,0,2,1,3,1,Good,8,Typ,1,Good,Attchd,2005.0,Fin,3,800,Typical,Typical,Paved,0,116,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,WD ,Normal,-93.635837,42.062798,239900
2321,527108090,Two_Story_1946_and_Newer,Residential_Low_Density,168,23257,Pave,No_Alley_Access,Irregular,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Excellent,Good,No,Unf,7,Unf,0,868,868,GasA,Excellent,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,Good,9,Typ,1,Good,BuiltIn,2006.0,RFn,2,422,Typical,Typical,Paved,0,100,0,0,0,0,No_Pool,No_Fence,None,0,9,2006,New,Partial,-93.635932,42.062956,274725
2322,527146135,Two_Story_PUD_1946_and_Newer,Residential_Low_Density,68,13108,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Very_Good,Average,1994,1994,Gable,CompShg,CemntBd,CmentBd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,2062,2062,GasA,Excellent,Y,SBrkr,2079,608,0,2687,0,0,2,1,4,1,Good,9,Typ,0,No_Fireplace,Attchd,1994.0,Fin,2,618,Typical,Typical,Paved,168,12,0,0,0,0,No_Pool,No_Fence,None,0,12,2006,WD ,Normal,-93.631604,42.060625,270000
2323,527158020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8076,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,455,1160,GasA,Good,Y,SBrkr,1169,0,0,1169,0,1,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,1993.0,Fin,2,402,Typical,Typical,Paved,0,26,0,0,144,0,No_Pool,Minimum_Privacy,None,0,7,2006,WD ,Normal,-93.635716,42.0591,183500
